,edit_history_tweet_ids,id,text
0,['1566024753567207427'],1566024753567207427,@Kimlarsen_ @P1radio Tusind tak Kim👍🏻😊
1,['1566024644443922432'],1566024644443922432,"RT @Kimlarsen_: Fornøjelse at lytte til @sophieloehde i bagklog på @P1radio.  Overskud, refleksion, nuancer og humor. Politik behøver ikke…"
2,['1565387048621678592'],1565387048621678592,"Tillykke! Rigtig godt og vigtigt. Viser også, at det var helt rigtig beslutning at optage flere lægestuderende på Aalborg Universitet. Vi skal sikre endnu flere praktiserende læger tættere på patienterne https://t.co/9ixkd3IeyG #sundpol #dkpol https://t.co/mHkdmA5Fwp"
3,['1565360864827478017'],1565360864827478017,"RT @BrianAMikkelsen: Danmark skal have en udviklingsstrategi, der skaber mere offentlig-privat samarbejde. Tusind tak til @JakobEllemann fo…"
4,['1565227012385538048'],1565227012385538048,"RT @Camilla_Rathcke: Skidt signal til patienter, pårørende, personale og befolkning, at der ikke er øremærkede midler til psykiatrien fra @…"
5,['1564984286205411329'],1564984286205411329,"@RStoklund @venstredk Det er ikke korrekt. Venstre har ALDRIG foreslået at lukke Livslinien. Og vi sagde også klart, at vi ville sikre fortsat natåbent, hvis vi kunne få opbakning fra sats-partierne. 
Vil I permanentgøre bevillingen ligesom Venstre ønsker? #dkpol"
6,['1564982033839013893'],1564982033839013893,"RT @JakobEllemann: Glæder mig til søndag. Danskerne skal vide, hvad de får med de tre forskellige statsministerkandidater. DK har brug for…"
7,['1564895760616923136'],1564895760616923136,"RT @Martin_Geertsen: Og særligt bekymrende, at samtidig med en relativt lille forhandlingspulje ifm #fm23, vil reg. heller ikke drøfte fina…"
8,['1564892735726821376'],1564892735726821376,"RT @Ullegaard: Vild liveblok om varmecheckskandale-svar fra @DanJoergensen på @btdk. Bunden af krukken med dårlige undskyldninger skrabes,…"
9,['1564521243835092992'],1564521243835092992,RT @Torstenschack: Regeringen kan alligevel ikke få en skat til ikke at være en skat ved bare at kalde den noget andet. Streamingskatten ER…
10,['1564513907150135296'],1564513907150135296,@JanEJoergensen @jesbc @DanskErhverv Tillykke
11,['1564341789875572737'],1564341789875572737,"Alt er som det plejer: Efter total varmecheck-kaos meddeler den magtfuldkomne regering nu, at rapportens advarsler ikke var relevante. “De kan ikke bruges”. Professorer er uenige. Måske ministeren bare burde have lyttet til @venstredk og fx læst vores betænkningsbidrag #dkpol https://t.co/Bk7xxhFZTK"
12,['1564002329258606592'],1564002329258606592,"@PHummelgaard @MBrgger @politiken Hvorfor har statsministeren egentlig ikke trukket sine udtalelser tilbage om, at styrelsen er uvildig? Det er jo objektiv forkert. 
Eller som professor Jørgen Grønnegaard Christensen sagde om udtalelserne:
»Det er – undskyld udtrykket – noget vitterligt vås,« 
#dkpol"
13,['1564000323122888704'],1564000323122888704,"Nu er det så også journalisterne på Politiken, som er blevet konspirationsteoretikerne. Gad vide, hvornår turen kommer til Netavisen Pio..😂 Ingen kan føle sig trygge, når Mette Frederiksen beordrer partisoldaterne ud #dkpol https://t.co/nxztxoQmsH"
14,['1563999612704329730'],1563999612704329730,"@JeppeBruus @TomJensen1966 Hvornår blev møderne egentlig afholdt mellem ministrene, skatteministeriets departementschef og Medarbejder- og Kompetencestyrelsen?"
15,['1563295221844086784'],1563295221844086784,"RT @stephanie_lose: @Spolitik Hvordan er det nu… er det ikke noget med, at I er gået i gang med at forhandle en psykiatriplan, hvor det ene…"
16,['1563050026930434048'],1563050026930434048,"RT @politiken: Det var forkert, da Medarbejder- og Kompetencestyrelsen på et pressemøde onsdag afviste, at der havde været dialog med Stats…"
17,['1563049772331974657'],1563049772331974657,"RT @MLundbyHansen: Mink-skandalen: 

Jeg undrede mig også igår da man kaldte styrelsen for “uafhængig”

En styrelse er underlagt et ministe…"
18,['1562897889281851395'],1562897889281851395,"RT @berlingske: Mette Frederiksen ville gerne diskutere om minksagen i det hele taget er en skandale:

Det kan der ikke være tvivl om, sige…"
19,['1562897781437501440'],1562897781437501440,"@simonkollerup Jeg håber virkelig, at Danmark snart skal til folketingsvalg. Så vi kan få genoprettet tilliden til folkestyret og danskerne. Og så Danmark kan få en ny statsminister, som godt vil erkende sine fejl og som tør vise, at man lærer af dem #dkpol"
20,['1562897348246016000'],1562897348246016000,"@simonkollerup Det er rystende. Kommissionen m landsretsdommer har konkluderet; Mette gav en ulovlig ordre om at udrydde helt erhverv i Danmark. Hun vildledte befolkningen og Folketinget groft. Og derudover har hun slettet alle sine sms i sagen, så ingen får den fulde sandhed frem #dkpol #"
21,['1562895950594449410'],1562895950594449410,"@simonkollerup I går på TV2 News afviste hun, at minkskandalen er en skandale. Det ville statsministeren faktisk gerne have en diskussion omkring, som hun understregede. Og hun har også afvist, at hun selv personligt har begået fejl i minkssagen #dkpol"
22,['1562895707128107009'],1562895707128107009,"@simonkollerup I Danmark har vi i øjeblikket en statsminister, som ikke vil indrømme, når hun begår fejl. Hun vil i stedet give andre skylden for hendes beslutninger. Hun sparker nedad. Mod medarbejdere og ministerkolleger #dkpol"
23,['1562895358258098176'],1562895358258098176,"@simonkollerup Sundhedsmyndighederne har aldrig anbefalet at nedlægge et helt erhverv. Det ved du godt. Punktum. 
Stop jeres spin. Til gengæld nok ret tydeligt for de fleste, at Mette F givet andre skylden for hendes beslutninger. Hun sparker nedad. Mod medarbejdere og ministerkolleger #dkpol"
24,['1562311676837380096'],1562311676837380096,"@Heunicke er det virkelig rigtigt, at I kommer med overordnede mål, men uden svar på hvordan de skal nås og uden konkret finansiering af en hel 10 års plan?? #dkpol #sundpol https://t.co/lGj7gXSfLJ"
25,['1561669656947134465'],1561669656947134465,RT @madsfuglede: Varmenhjælp - nu til landets hårdt trængende pushere. https://t.co/iUfWqfRh17
26,['1561669611329921024'],1561669611329921024,RT @MortenDahlin: Sidste år indgik regeringen en aftale om kriminalforsorgen. Her blev det besluttet at kriminelle skulle sidde kortere tid…
27,['1561307448476160001'],1561307448476160001,RT @venstredk: Søren Gade vender hjem til Holstebro og stiller op til Folketingsvalget i Vestjylland! #dkpol https://t.co/dD5llrN4Wq
28,['1561251768901816322'],1561251768901816322,"Kære Mette Frederiksen. 
Hvorfor lavede du og din regering en fængselsaftale så sent som i december, hvor I besluttede at lukke de kriminelle tidligere ud? Det hænger ikke sammen. Udskriv nu det valg, så danskerne kan beslutte, om de vil have en ny retning for Danmark! #dkpol https://t.co/VWvVPSi6XZ"
29,['1560993236478562314'],1560993236478562314,"RT @venstredk: I Venstre ønsker vi mere frihed og flere muligheder for alle! 

God Pride Danmark🇩🇰💙 https://t.co/etrv5EXbyV"
30,['1560973051344330755'],1560973051344330755,RT @MortenDahlin: Er det børnenes statsminister – eller statsministerens børn? Vi skal sætte en stopper for regeringens hang til tvang og i…
31,['1560896152681201665'],1560896152681201665,"RT @marie_bjerre: Så grotesk! Regeringen var advaret. Og nej @DanJoergensen alternativet var ikke, at ingen havde fået hjælp. I ville hverk…"
