,edit_history_tweet_ids,id,text
0,['1507271659643977738'],1507271659643977738,"@Susanne_Zimmer_ @friegronne @vegetariskDVF @DenGroenneStud Så hellere importere kød til st spise fra udlandet?
For det er vel ikke øgede afgifter eller forbud du mener skal til ?"
1,['1506881273062690818'],1506881273062690818,@FranciskaRosenk Tja. Hvis man lukker et erhverv med en undskyldning.  Så skal@det naturligvis åbnes når det viser sig den stråmand ikke holder længere. Alternativet plejer da at være mere åbne for demokratisk debat. Men det er vel fortid når krisen kradser
2,['1506140790979969026'],1506140790979969026,@RonjaRebecca Lå en fabrik. Mener da lige der have været auktion over resterne
3,['1506139916291485698'],1506139916291485698,@NielsFuglsang @Enhedslisten @MrMesserschmidt Men det gør vi jo også nu. Bestemmer selv altså. Hvorfor så lade EU gøre som de plejer når vi afgiver suverænitet at starte med lidt og så tage hele hånden
4,['1504739225253695493'],1504739225253695493,@allan_wiberg Næ. Sjovt som vi alle accepterer at man skal samtykke om tingene. Pånær når de EU villige ikke kan acceptere et nej
5,['1504667589431152661'],1504667589431152661,Sjovt som samtykke ikke gælder for danskere der ikke ønsker en fremtid med en EU hær
6,['1504662434245718016'],1504662434245718016,@cordua_jarl Super Ide. Hvis man altså er typen der siger ja til ting man aldrig kan gøre om og som mam ikke aner hvad det udvikler sig til. Kan du garantere der ikke er planer om en EU hær Jarl?
7,['1503792031671406592'],1503792031671406592,@mellemrum Jeg savnede faktisk også nogle reelle forslag til at gøre psykiatrien bedre
8,['1503777766835118082'],1503777766835118082,"@pederhvelplund @dkpolparrot @Heunicke @Enhedslisten Men det er vel korrekt, at I går ind for legalisering af hash men forbud imod tobak ikke? Ret mig endelig hvis det er en forkert"
9,['1503773119818997760'],1503773119818997760,@stinuslindgreen @radikale @Heunicke Tak for det. Enig i at vores børn helst ikke skal begynde at ryge. Og at forbud og forskelsbehandling ikke er løsningen
10,['1503772655731855367'],1503772655731855367,@stinuslindgreen @radikale @Heunicke Hvad med forbuddet imod tobak?
11,['1503579755039399936'],1503579755039399936,@stinelinnemann Super. Fortæl mig så lige hvad det er du kan. Som ingen af vi tåbelige bonderøvspolitkere i provinsen ikke kan? Og jeg forventer da du har en rigtig god plan. Der skaffer pengene til det også
12,['1502173941472710656'],1502173941472710656,@pelledragsted Var det ikke den finske?
13,['1501924664435687427'],1501924664435687427,@pelledragsted Men Pelle. Forskelle på Sverige og Enhedslisten er vel. At krigen i Ukraine har fået dem til at overveje NATO medlemskab og jer til at pointere at vi skal ud? Til hvad ?
14,['1501921563582550017'],1501921563582550017,@LisbethBNielsen Det skal finansieres så det giver den højeste pension. Så må du cykle og spise alt det broccoli du vil for dine egne penge. Og grønt hvis det giver mere i pension
15,['1501400219732385793'],1501400219732385793,@BosseStine Hvad i denne tid gør det? For du mener vel ikke seriøst st Putin og Inger er det samme? #dkpol
16,['1501285681318055946'],1501285681318055946,@KarinaEngedahl @aksondergaard Du mangler lige at underbygger din påstand om at mænd får mere i løn ifølge overenskomsten.
17,['1501269014500286469'],1501269014500286469,@KarinaEngedahl @aksondergaard Tja. De fleste mænd ønsker blot at deres familie vælger det der er bedst for dem. Og det kan du jo så vende lige så skinger feministisk som du ønsker. Men hvor er dit bevis for st mænd har ret til mere i læn end kvinder i overenskomsterne??
