,edit_history_tweet_ids,id,text
0,['1533195425309663233'],1533195425309663233,"RT @LouiseHolck: Ny undersøgelse bekræfter, at Især unge, kvinder og minoriteter bliver ramt: Hadefuld Facebookdebat skræmmer flertallet væ…"
1,['1532293480004866050'],1532293480004866050,@lauridssimonsen @redbarnetdk Tillykke til både dig og red barnet!
2,['1532120048634155008'],1532120048634155008,RT @pederhvelplund: Befolkningen har talt. Budskabet er klokkeklart. @Enhedslisten vil nu holde oprustningspartierne fast på de løfter der…
3,['1532116133121298435'],1532116133121298435,@mathiasgaard Meget gerne. Smid en mail på Rosa.lund@ft.dk
4,['1531186118493982722'],1531186118493982722,@konrad_jens @Enhedslisten Vi ligger ikke mandater til ideen. Det gør blå blok
5,['1531031661969915904'],1531031661969915904,"RT @Deadline_dr: Regeringens plan om et modtagecenter i Rwanda er udtryk for ""kolonialisme 2.0"", mener @RosaLundEl  fra @Enhedslisten #dkpo…"
6,['1530567601289666560'],1530567601289666560,"RT @RuneLundEL: Læs her, hvor ansvarsløst det vil være, hvis Danmark sender flygtninge til Rwanda. Bl.a. siger ⁦@Refugees⁩, det vil undermi…"
7,['1530499043478102017'],1530499043478102017,Forsøger at stoppe regeringens kolonialisme 2.0 #dkpol https://t.co/RffQhco72Z
8,['1528984726895312896'],1528984726895312896,@linelouise39 @RuneLundEL Tak 😊
9,['1528790400273637378'],1528790400273637378,@Aliaminali_C @RStoklund @MaiVilladsen @AlexVanopslagh @JakobEllemann @FrkCallesen @khoenge Bare jeg havde. Vi fik figenstænger….
10,['1528764322398208001'],1528764322398208001,@berteljohansen Hvorfor tror du at et asylcenter vil give danske arbejdspladser?
11,['1528735750908436481'],1528735750908436481,@gunayusta_dk @Enhedslisten @MaiVilladsen igen tillykke med statsborgerskabet
12,['1528668849763229696'],1528668849763229696,"Bare lige format understrege, jeg skal ikke til Kenya 😅 men jeg kommer til at savne min partner In crime, fake husband og fake storebror helt vanvittigt! @RuneLundEL du er en stjerne kollega og ven 🧡 https://t.co/Fs6T3ErkT1"
13,['1528049022677696513'],1528049022677696513,"@fabrinjorgen De vil gerne væk fra krig. Og det vil de uanset hvor asylbehandlingen foregår. Det er usolidarisk at Europa forventer at afrikanske lande løser asylbehandlingen, når vi selv har råd og plads. Tror desuden at uanset hvor modtagecenterede er vil flygtninge prøve at komme til EU"
14,['1528002045629943811'],1528002045629943811,@WilfredGachau @MirRou64 Har i øvrigt været afsted for Enhedslistens medlemmers penge.
15,['1528001945641811969'],1528001945641811969,@WilfredGachau @MirRou64 Den særlige omstændighed at mange ikke tør stå frem i rapporter og interviews fordi det er for farligt for dem. Derfor er man nødt til at etablere tillidsfuld kontakt. Derudover er det noget helt andet at se en flygtningelejr i virkeligheden end at læse om den
16,['1527992619212623872'],1527992619212623872,@VictoireUmuhoza Such an honour meeting you. Hope too see you again soon
